"Notes"	"State"	"State Code"	"Year"	"Year Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2008"	"2008"	"Suicide"	"2"	572	3768748	15.2
	"Oregon"	"41"	"2008"	"2008"	"Homicide"	"3"	103	3768748	2.7
	"Oregon"	"41"	"2008"	"2008"	"Undetermined "	"4"	74	3768748	2.0
	"Oregon"	"41"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	29536	3768748	783.7
	"Oregon"	"41"	"2009"	"2009"	"Unintentional"	"1"	1598	3808600	42.0
	"Oregon"	"41"	"2009"	"2009"	"Suicide"	"2"	644	3808600	16.9
	"Oregon"	"41"	"2009"	"2009"	"Homicide"	"3"	103	3808600	2.7
	"Oregon"	"41"	"2009"	"2009"	"Undetermined "	"4"	94	3808600	2.5
	"Oregon"	"41"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	29188	3808600	766.4
	"Oregon"	"41"	"2010"	"2010"	"Unintentional"	"1"	1566	3831074	40.9
	"Oregon"	"41"	"2010"	"2010"	"Suicide"	"2"	685	3831074	17.9
	"Oregon"	"41"	"2010"	"2010"	"Homicide"	"3"	115	3831074	3.0
	"Oregon"	"41"	"2010"	"2010"	"Undetermined "	"4"	105	3831074	2.7
	"Oregon"	"41"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	22	3831074	0.6
	"Oregon"	"41"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	29397	3831074	767.3
	"Oregon"	"41"	"2011"	"2011"	"Unintentional"	"1"	1722	3871859	44.5
	"Oregon"	"41"	"2011"	"2011"	"Suicide"	"2"	656	3871859	16.9
	"Oregon"	"41"	"2011"	"2011"	"Homicide"	"3"	109	3871859	2.8
	"Oregon"	"41"	"2011"	"2011"	"Undetermined "	"4"	89	3871859	2.3
	"Oregon"	"41"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	30206	3871859	780.1
	"Oregon"	"41"	"2012"	"2012"	"Unintentional"	"1"	1709	3899353	43.8
	"Oregon"	"41"	"2012"	"2012"	"Suicide"	"2"	724	3899353	18.6
	"Oregon"	"41"	"2012"	"2012"	"Homicide"	"3"	110	3899353	2.8
	"Oregon"	"41"	"2012"	"2012"	"Undetermined "	"4"	80	3899353	2.1
	"Oregon"	"41"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	14	3899353	Unreliable
	"Oregon"	"41"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	30122	3899353	772.5
	"Oregon"	"41"	"2013"	"2013"	"Unintentional"	"1"	1755	3930065	44.7
	"Oregon"	"41"	"2013"	"2013"	"Suicide"	"2"	698	3930065	17.8
	"Oregon"	"41"	"2013"	"2013"	"Homicide"	"3"	90	3930065	2.3
	"Oregon"	"41"	"2013"	"2013"	"Undetermined "	"4"	66	3930065	1.7
	"Oregon"	"41"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	31322	3930065	797.0
	"Oregon"	"41"	"2014"	"2014"	"Unintentional"	"1"	1803	3970239	45.4
	"Oregon"	"41"	"2014"	"2014"	"Suicide"	"2"	782	3970239	19.7
	"Oregon"	"41"	"2014"	"2014"	"Homicide"	"3"	99	3970239	2.5
	"Oregon"	"41"	"2014"	"2014"	"Undetermined "	"4"	72	3970239	1.8
	"Oregon"	"41"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	17	3970239	Unreliable
	"Oregon"	"41"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	31378	3970239	790.3
	"Oregon"	"41"	"2015"	"2015"	"Unintentional"	"1"	1999	4028977	49.6
	"Oregon"	"41"	"2015"	"2015"	"Suicide"	"2"	762	4028977	18.9
	"Oregon"	"41"	"2015"	"2015"	"Homicide"	"3"	138	4028977	3.4
	"Oregon"	"41"	"2015"	"2015"	"Undetermined "	"4"	77	4028977	1.9
	"Oregon"	"41"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	11	4028977	Unreliable
	"Oregon"	"41"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	32718	4028977	812.1
	"Oregon"	"41"	"2016"	"2016"	"Unintentional"	"1"	2105	4093465	51.4
	"Oregon"	"41"	"2016"	"2016"	"Suicide"	"2"	772	4093465	18.9
	"Oregon"	"41"	"2016"	"2016"	"Homicide"	"3"	129	4093465	3.2
	"Oregon"	"41"	"2016"	"2016"	"Undetermined "	"4"	64	4093465	1.6
	"Oregon"	"41"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	12	4093465	Unreliable
	"Oregon"	"41"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	32696	4093465	798.7
	"Oregon"	"41"	"2017"	"2017"	"Unintentional"	"1"	2076	4142776	50.1
	"Oregon"	"41"	"2017"	"2017"	"Suicide"	"2"	825	4142776	19.9
	"Oregon"	"41"	"2017"	"2017"	"Homicide"	"3"	127	4142776	3.1
	"Oregon"	"41"	"2017"	"2017"	"Undetermined "	"4"	60	4142776	1.4
	"Oregon"	"41"	"2017"	"2017"	"Legal Intervention / Operations of War"	"5"	11	4142776	Unreliable
	"Oregon"	"41"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	33525	4142776	809.2
	"Oregon"	"41"	"2018"	"2018"	"Unintentional"	"1"	2075	4190713	49.5
	"Oregon"	"41"	"2018"	"2018"	"Suicide"	"2"	844	4190713	20.1
	"Oregon"	"41"	"2018"	"2018"	"Homicide"	"3"	102	4190713	2.4
	"Oregon"	"41"	"2018"	"2018"	"Undetermined "	"4"	62	4190713	1.5
	"Oregon"	"41"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	15	4190713	Unreliable
	"Oregon"	"41"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	33089	4190713	789.6
	"Pennsylvania"	"42"	"1999"	"1999"	"Unintentional"	"1"	4614	12263805	37.6
	"Pennsylvania"	"42"	"1999"	"1999"	"Suicide"	"2"	1284	12263805	10.5
	"Pennsylvania"	"42"	"1999"	"1999"	"Homicide"	"3"	639	12263805	5.2
	"Pennsylvania"	"42"	"1999"	"1999"	"Undetermined "	"4"	193	12263805	1.6
	"Pennsylvania"	"42"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	123545	12263805	1007.4
	"Pennsylvania"	"42"	"2000"	"2000"	"Unintentional"	"1"	4583	12281054	37.3
	"Pennsylvania"	"42"	"2000"	"2000"	"Suicide"	"2"	1356	12281054	11.0
	"Pennsylvania"	"42"	"2000"	"2000"	"Homicide"	"3"	650	12281054	5.3
	"Pennsylvania"	"42"	"2000"	"2000"	"Undetermined "	"4"	107	12281054	0.9
	"Pennsylvania"	"42"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	14	12281054	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	124103	12281054	1010.5
	"Pennsylvania"	"42"	"2001"	"2001"	"Unintentional"	"1"	4552	12298970	37.0
	"Pennsylvania"	"42"	"2001"	"2001"	"Suicide"	"2"	1276	12298970	10.4
	"Pennsylvania"	"42"	"2001"	"2001"	"Homicide"	"3"	671	12298970	5.5
	"Pennsylvania"	"42"	"2001"	"2001"	"Undetermined "	"4"	100	12298970	0.8
	"Pennsylvania"	"42"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	10	12298970	Unreliable
	"Pennsylvania"	"42"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	123120	12298970	1001.1
	"Pennsylvania"	"42"	"2002"	"2002"	"Unintentional"	"1"	4728	12331031	38.3
	"Pennsylvania"	"42"	"2002"	"2002"	"Suicide"	"2"	1341	12331031	10.9
	"Pennsylvania"	"42"	"2002"	"2002"	"Homicide"	"3"	640	12331031	5.2
	"Pennsylvania"	"42"	"2002"	"2002"	"Undetermined "	"4"	105	12331031	0.9
	"Pennsylvania"	"42"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	13	12331031	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	123396	12331031	1000.7
	"Pennsylvania"	"42"	"2003"	"2003"	"Unintentional"	"1"	5014	12374658	40.5
	"Pennsylvania"	"42"	"2003"	"2003"	"Suicide"	"2"	1340	12374658	10.8
	"Pennsylvania"	"42"	"2003"	"2003"	"Homicide"	"3"	676	12374658	5.5
	"Pennsylvania"	"42"	"2003"	"2003"	"Undetermined "	"4"	140	12374658	1.1
	"Pennsylvania"	"42"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	11	12374658	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	122588	12374658	990.6
	"Pennsylvania"	"42"	"2004"	"2004"	"Unintentional"	"1"	5200	12410722	41.9
	"Pennsylvania"	"42"	"2004"	"2004"	"Suicide"	"2"	1410	12410722	11.4
	"Pennsylvania"	"42"	"2004"	"2004"	"Homicide"	"3"	683	12410722	5.5
	"Pennsylvania"	"42"	"2004"	"2004"	"Undetermined "	"4"	144	12410722	1.2
	"Pennsylvania"	"42"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	120194	12410722	968.5
	"Pennsylvania"	"42"	"2005"	"2005"	"Unintentional"	"1"	5446	12449990	43.7
	"Pennsylvania"	"42"	"2005"	"2005"	"Suicide"	"2"	1430	12449990	11.5
	"Pennsylvania"	"42"	"2005"	"2005"	"Homicide"	"3"	749	12449990	6.0
	"Pennsylvania"	"42"	"2005"	"2005"	"Undetermined "	"4"	124	12449990	1.0
	"Pennsylvania"	"42"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	121776	12449990	978.1
	"Pennsylvania"	"42"	"2006"	"2006"	"Unintentional"	"1"	5299	12510809	42.4
	"Pennsylvania"	"42"	"2006"	"2006"	"Suicide"	"2"	1396	12510809	11.2
	"Pennsylvania"	"42"	"2006"	"2006"	"Homicide"	"3"	769	12510809	6.1
	"Pennsylvania"	"42"	"2006"	"2006"	"Undetermined "	"4"	158	12510809	1.3
	"Pennsylvania"	"42"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	12	12510809	Unreliable
	"Pennsylvania"	"42"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	117905	12510809	942.4
	"Pennsylvania"	"42"	"2007"	"2007"	"Unintentional"	"1"	5568	12563937	44.3
	"Pennsylvania"	"42"	"2007"	"2007"	"Suicide"	"2"	1441	12563937	11.5
	"Pennsylvania"	"42"	"2007"	"2007"	"Homicide"	"3"	750	12563937	6.0
	"Pennsylvania"	"42"	"2007"	"2007"	"Undetermined "	"4"	183	12563937	1.5
	"Pennsylvania"	"42"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	18	12563937	Unreliable
	"Pennsylvania"	"42"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	117144	12563937	932.4
	"Pennsylvania"	"42"	"2008"	"2008"	"Unintentional"	"1"	5787	12612285	45.9
	"Pennsylvania"	"42"	"2008"	"2008"	"Suicide"	"2"	1539	12612285	12.2
	"Pennsylvania"	"42"	"2008"	"2008"	"Homicide"	"3"	697	12612285	5.5
	"Pennsylvania"	"42"	"2008"	"2008"	"Undetermined "	"4"	164	12612285	1.3
	"Pennsylvania"	"42"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	15	12612285	Unreliable
	"Pennsylvania"	"42"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	119260	12612285	945.6
	"Pennsylvania"	"42"	"2009"	"2009"	"Unintentional"	"1"	5477	12666858	43.2
	"Pennsylvania"	"42"	"2009"	"2009"	"Suicide"	"2"	1631	12666858	12.9
	"Pennsylvania"	"42"	"2009"	"2009"	"Homicide"	"3"	650	12666858	5.1
	"Pennsylvania"	"42"	"2009"	"2009"	"Undetermined "	"4"	148	12666858	1.2
	"Pennsylvania"	"42"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	16	12666858	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	116858	12666858	922.5
	"Pennsylvania"	"42"	"2010"	"2010"	"Unintentional"	"1"	5751	12702379	45.3
	"Pennsylvania"	"42"	"2010"	"2010"	"Suicide"	"2"	1576	12702379	12.4
	"Pennsylvania"	"42"	"2010"	"2010"	"Homicide"	"3"	689	12702379	5.4
	"Pennsylvania"	"42"	"2010"	"2010"	"Undetermined "	"4"	169	12702379	1.3
	"Pennsylvania"	"42"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	116404	12702379	916.4
	"Pennsylvania"	"42"	"2011"	"2011"	"Unintentional"	"1"	6216	12742886	48.8
	"Pennsylvania"	"42"	"2011"	"2011"	"Suicide"	"2"	1747	12742886	13.7
	"Pennsylvania"	"42"	"2011"	"2011"	"Homicide"	"3"	681	12742886	5.3
	"Pennsylvania"	"42"	"2011"	"2011"	"Undetermined "	"4"	171	12742886	1.3
	"Pennsylvania"	"42"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	12	12742886	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	119410	12742886	937.1
	"Pennsylvania"	"42"	"2012"	"2012"	"Unintentional"	"1"	6334	12763536	49.6
	"Pennsylvania"	"42"	"2012"	"2012"	"Suicide"	"2"	1647	12763536	12.9
	"Pennsylvania"	"42"	"2012"	"2012"	"Homicide"	"3"	698	12763536	5.5
	"Pennsylvania"	"42"	"2012"	"2012"	"Undetermined "	"4"	141	12763536	1.1
	"Pennsylvania"	"42"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	18	12763536	Unreliable
	"Pennsylvania"	"42"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	118143	12763536	925.6
	"Pennsylvania"	"42"	"2013"	"2013"	"Unintentional"	"1"	6359	12773801	49.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Suicide"	"2"	1788	12773801	14.0
	"Pennsylvania"	"42"	"2013"	"2013"	"Homicide"	"3"	634	12773801	5.0
	"Pennsylvania"	"42"	"2013"	"2013"	"Undetermined "	"4"	140	12773801	1.1
	"Pennsylvania"	"42"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	17	12773801	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	120185	12773801	940.9
	"Pennsylvania"	"42"	"2014"	"2014"	"Unintentional"	"1"	6640	12787209	51.9
	"Pennsylvania"	"42"	"2014"	"2014"	"Suicide"	"2"	1817	12787209	14.2
	"Pennsylvania"	"42"	"2014"	"2014"	"Homicide"	"3"	620	12787209	4.8
	"Pennsylvania"	"42"	"2014"	"2014"	"Undetermined "	"4"	135	12787209	1.1
	"Pennsylvania"	"42"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	12	12787209	Unreliable
	"Pennsylvania"	"42"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	119210	12787209	932.3
	"Pennsylvania"	"42"	"2015"	"2015"	"Unintentional"	"1"	7324	12802503	57.2
	"Pennsylvania"	"42"	"2015"	"2015"	"Suicide"	"2"	1894	12802503	14.8
	"Pennsylvania"	"42"	"2015"	"2015"	"Homicide"	"3"	673	12802503	5.3
	"Pennsylvania"	"42"	"2015"	"2015"	"Undetermined "	"4"	154	12802503	1.2
	"Pennsylvania"	"42"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	11	12802503	Unreliable
	"Pennsylvania"	"42"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	122542	12802503	957.2
	"Pennsylvania"	"42"	"2016"	"2016"	"Unintentional"	"1"	8410	12784227	65.8
	"Pennsylvania"	"42"	"2016"	"2016"	"Suicide"	"2"	1970	12784227	15.4
	"Pennsylvania"	"42"	"2016"	"2016"	"Homicide"	"3"	723	12784227	5.7
	"Pennsylvania"	"42"	"2016"	"2016"	"Undetermined "	"4"	166	12784227	1.3
	"Pennsylvania"	"42"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	16	12784227	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	121755	12784227	952.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Unintentional"	"1"	9527	12805537	74.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Suicide"	"2"	2030	12805537	15.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Homicide"	"3"	791	12805537	6.2
	"Pennsylvania"	"42"	"2017"	"2017"	"Undetermined "	"4"	199	12805537	1.6
	"Pennsylvania"	"42"	"2017"	"2017"	"Legal Intervention / Operations of War"	"5"	23	12805537	0.2
	"Pennsylvania"	"42"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	123086	12805537	961.2
	"Pennsylvania"	"42"	"2018"	"2018"	"Unintentional"	"1"	8585	12807060	67.0
	"Pennsylvania"	"42"	"2018"	"2018"	"Suicide"	"2"	2014	12807060	15.7
	"Pennsylvania"	"42"	"2018"	"2018"	"Homicide"	"3"	781	12807060	6.1
	"Pennsylvania"	"42"	"2018"	"2018"	"Undetermined "	"4"	212	12807060	1.7
	"Pennsylvania"	"42"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	18	12807060	Unreliable
	"Pennsylvania"	"42"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	123092	12807060	961.1
	"Rhode Island"	"44"	"1999"	"1999"	"Unintentional"	"1"	243	1040402	23.4
	"Rhode Island"	"44"	"1999"	"1999"	"Suicide"	"2"	96	1040402	9.2
	"Rhode Island"	"44"	"1999"	"1999"	"Homicide"	"3"	36	1040402	3.5
	"Rhode Island"	"44"	"1999"	"1999"	"Undetermined "	"4"	44	1040402	4.2
	"Rhode Island"	"44"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	9289	1040402	892.8
	"Rhode Island"	"44"	"2000"	"2000"	"Unintentional"	"1"	235	1048319	22.4
	"Rhode Island"	"44"	"2000"	"2000"	"Suicide"	"2"	75	1048319	7.2
	"Rhode Island"	"44"	"2000"	"2000"	"Homicide"	"3"	39	1048319	3.7
	"Rhode Island"	"44"	"2000"	"2000"	"Undetermined "	"4"	72	1048319	6.9
	"Rhode Island"	"44"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	9606	1048319	916.3
	"Rhode Island"	"44"	"2001"	"2001"	"Unintentional"	"1"	293	1057142	27.7
	"Rhode Island"	"44"	"2001"	"2001"	"Suicide"	"2"	88	1057142	8.3
	"Rhode Island"	"44"	"2001"	"2001"	"Homicide"	"3"	37	1057142	3.5
	"Rhode Island"	"44"	"2001"	"2001"	"Undetermined "	"4"	92	1057142	8.7
	"Rhode Island"	"44"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	9511	1057142	899.7
	"Rhode Island"	"44"	"2002"	"2002"	"Unintentional"	"1"	277	1065995	26.0
	"Rhode Island"	"44"	"2002"	"2002"	"Suicide"	"2"	86	1065995	8.1
	"Rhode Island"	"44"	"2002"	"2002"	"Homicide"	"3"	43	1065995	4.0
	"Rhode Island"	"44"	"2002"	"2002"	"Undetermined "	"4"	93	1065995	8.7
	"Rhode Island"	"44"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	9747	1065995	914.4
	"Rhode Island"	"44"	"2003"	"2003"	"Unintentional"	"1"	393	1071342	36.7
	"Rhode Island"	"44"	"2003"	"2003"	"Suicide"	"2"	84	1071342	7.8
	"Rhode Island"	"44"	"2003"	"2003"	"Homicide"	"3"	29	1071342	2.7
	"Rhode Island"	"44"	"2003"	"2003"	"Undetermined "	"4"	124	1071342	11.6
	"Rhode Island"	"44"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	9409	1071342	878.2
	"Rhode Island"	"44"	"2004"	"2004"	"Unintentional"	"1"	298	1074579	27.7
	"Rhode Island"	"44"	"2004"	"2004"	"Suicide"	"2"	85	1074579	7.9
	"Rhode Island"	"44"	"2004"	"2004"	"Homicide"	"3"	29	1074579	2.7
	"Rhode Island"	"44"	"2004"	"2004"	"Undetermined "	"4"	95	1074579	8.8
	"Rhode Island"	"44"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	9260	1074579	861.7
	"Rhode Island"	"44"	"2005"	"2005"	"Unintentional"	"1"	334	1067916	31.3
	"Rhode Island"	"44"	"2005"	"2005"	"Suicide"	"2"	71	1067916	6.6
	"Rhode Island"	"44"	"2005"	"2005"	"Homicide"	"3"	32	1067916	3.0
	"Rhode Island"	"44"	"2005"	"2005"	"Undetermined "	"4"	114	1067916	10.7
	"Rhode Island"	"44"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	9456	1067916	885.5
	"Rhode Island"	"44"	"2006"	"2006"	"Unintentional"	"1"	434	1063096	40.8
	"Rhode Island"	"44"	"2006"	"2006"	"Suicide"	"2"	90	1063096	8.5
	"Rhode Island"	"44"	"2006"	"2006"	"Homicide"	"3"	39	1063096	3.7
	"Rhode Island"	"44"	"2006"	"2006"	"Undetermined "	"4"	39	1063096	3.7
	"Rhode Island"	"44"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	9087	1063096	854.8
	"Rhode Island"	"44"	"2007"	"2007"	"Unintentional"	"1"	416	1057315	39.3
	"Rhode Island"	"44"	"2007"	"2007"	"Suicide"	"2"	96	1057315	9.1
	"Rhode Island"	"44"	"2007"	"2007"	"Homicide"	"3"	24	1057315	2.3
	"Rhode Island"	"44"	"2007"	"2007"	"Undetermined "	"4"	14	1057315	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	9173	1057315	867.6
	"Rhode Island"	"44"	"2008"	"2008"	"Unintentional"	"1"	480	1055003	45.5
	"Rhode Island"	"44"	"2008"	"2008"	"Suicide"	"2"	110	1055003	10.4
	"Rhode Island"	"44"	"2008"	"2008"	"Homicide"	"3"	29	1055003	2.7
	"Rhode Island"	"44"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	9109	1055003	863.4
	"Rhode Island"	"44"	"2009"	"2009"	"Unintentional"	"1"	428	1053646	40.6
	"Rhode Island"	"44"	"2009"	"2009"	"Suicide"	"2"	118	1053646	11.2
	"Rhode Island"	"44"	"2009"	"2009"	"Homicide"	"3"	30	1053646	2.8
	"Rhode Island"	"44"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	8811	1053646	836.2
	"Rhode Island"	"44"	"2010"	"2010"	"Unintentional"	"1"	475	1052567	45.1
	"Rhode Island"	"44"	"2010"	"2010"	"Suicide"	"2"	129	1052567	12.3
	"Rhode Island"	"44"	"2010"	"2010"	"Homicide"	"3"	27	1052567	2.6
	"Rhode Island"	"44"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	8942	1052567	849.5
	"Rhode Island"	"44"	"2011"	"2011"	"Unintentional"	"1"	541	1051302	51.5
	"Rhode Island"	"44"	"2011"	"2011"	"Suicide"	"2"	101	1051302	9.6
	"Rhode Island"	"44"	"2011"	"2011"	"Homicide"	"3"	19	1051302	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"Undetermined "	"4"	16	1051302	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	8904	1051302	846.9
	"Rhode Island"	"44"	"2012"	"2012"	"Unintentional"	"1"	525	1050292	50.0
	"Rhode Island"	"44"	"2012"	"2012"	"Suicide"	"2"	105	1050292	10.0
	"Rhode Island"	"44"	"2012"	"2012"	"Homicide"	"3"	30	1050292	2.9
	"Rhode Island"	"44"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	8685	1050292	826.9
	"Rhode Island"	"44"	"2013"	"2013"	"Unintentional"	"1"	537	1051511	51.1
	"Rhode Island"	"44"	"2013"	"2013"	"Suicide"	"2"	132	1051511	12.6
	"Rhode Island"	"44"	"2013"	"2013"	"Homicide"	"3"	31	1051511	2.9
	"Rhode Island"	"44"	"2013"	"2013"	"Undetermined "	"4"	22	1051511	2.1
	"Rhode Island"	"44"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	9069	1051511	862.5
	"Rhode Island"	"44"	"2014"	"2014"	"Unintentional"	"1"	592	1055173	56.1
	"Rhode Island"	"44"	"2014"	"2014"	"Suicide"	"2"	113	1055173	10.7
	"Rhode Island"	"44"	"2014"	"2014"	"Homicide"	"3"	27	1055173	2.6
	"Rhode Island"	"44"	"2014"	"2014"	"Undetermined "	"4"	16	1055173	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	9022	1055173	855.0
	"Rhode Island"	"44"	"2015"	"2015"	"Unintentional"	"1"	649	1056298	61.4
	"Rhode Island"	"44"	"2015"	"2015"	"Suicide"	"2"	127	1056298	12.0
	"Rhode Island"	"44"	"2015"	"2015"	"Homicide"	"3"	28	1056298	2.7
	"Rhode Island"	"44"	"2015"	"2015"	"Undetermined "	"4"	12	1056298	Unreliable
	"Rhode Island"	"44"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	9347	1056298	884.9
	"Rhode Island"	"44"	"2016"	"2016"	"Unintentional"	"1"	675	1056426	63.9
	"Rhode Island"	"44"	"2016"	"2016"	"Suicide"	"2"	126	1056426	11.9
	"Rhode Island"	"44"	"2016"	"2016"	"Homicide"	"3"	25	1056426	2.4
	"Rhode Island"	"44"	"2016"	"2016"	"Undetermined "	"4"	13	1056426	Unreliable
	"Rhode Island"	"44"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	8895	1056426	842.0
	"Rhode Island"	"44"	"2017"	"2017"	"Unintentional"	"1"	718	1059639	67.8
	"Rhode Island"	"44"	"2017"	"2017"	"Suicide"	"2"	129	1059639	12.2
	"Rhode Island"	"44"	"2017"	"2017"	"Homicide"	"3"	19	1059639	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	"Undetermined "	"4"	15	1059639	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	9276	1059639	875.4
	"Rhode Island"	"44"	"2018"	"2018"	"Unintentional"	"1"	719	1057315	68.0
	"Rhode Island"	"44"	"2018"	"2018"	"Suicide"	"2"	106	1057315	10.0
	"Rhode Island"	"44"	"2018"	"2018"	"Homicide"	"3"	16	1057315	Unreliable
	"Rhode Island"	"44"	"2018"	"2018"	"Undetermined "	"4"	18	1057315	Unreliable
	"Rhode Island"	"44"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	9224	1057315	872.4
	"South Carolina"	"45"	"1999"	"1999"	"Unintentional"	"1"	1901	3974682	47.8
	"South Carolina"	"45"	"1999"	"1999"	"Suicide"	"2"	418	3974682	10.5
	"South Carolina"	"45"	"1999"	"1999"	"Homicide"	"3"	313	3974682	7.9
	"South Carolina"	"45"	"1999"	"1999"	"Undetermined "	"4"	28	3974682	0.7
	"South Carolina"	"45"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	10	3974682	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	33383	3974682	839.9
	"South Carolina"	"45"	"2000"	"2000"	"Unintentional"	"1"	1974	4012012	49.2
	"South Carolina"	"45"	"2000"	"2000"	"Suicide"	"2"	443	4012012	11.0
	"South Carolina"	"45"	"2000"	"2000"	"Homicide"	"3"	326	4012012	8.1
	"South Carolina"	"45"	"2000"	"2000"	"Undetermined "	"4"	32	4012012	0.8
	"South Carolina"	"45"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	10	4012012	Unreliable
	"South Carolina"	"45"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	34163	4012012	851.5
	"South Carolina"	"45"	"2001"	"2001"	"Unintentional"	"1"	1960	4064995	48.2
	"South Carolina"	"45"	"2001"	"2001"	"Suicide"	"2"	467	4064995	11.5
	"South Carolina"	"45"	"2001"	"2001"	"Homicide"	"3"	350	4064995	8.6
	"South Carolina"	"45"	"2001"	"2001"	"Undetermined "	"4"	24	4064995	0.6
