"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Utah"	"49"	"2002"	"2002"	"Drug-induced causes"	"D"	374	2324815	16.1
	"Utah"	"49"	"2002"	"2002"	"Alcohol-induced causes"	"A"	233	2324815	10.0
	"Utah"	"49"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	13075	2324815	562.4
"Total"	"Utah"	"49"	"2002"	"2002"			13682	2324815	588.5
	"Utah"	"49"	"2003"	"2003"	"Drug-induced causes"	"D"	656	2360137	27.8
	"Utah"	"49"	"2003"	"2003"	"Alcohol-induced causes"	"A"	235	2360137	10.0
	"Utah"	"49"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	13366	2360137	566.3
"Total"	"Utah"	"49"	"2003"	"2003"			14257	2360137	604.1
	"Utah"	"49"	"2004"	"2004"	"Drug-induced causes"	"D"	1815	2401580	75.6
	"Utah"	"49"	"2004"	"2004"	"Alcohol-induced causes"	"A"	249	2401580	10.4
	"Utah"	"49"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	13265	2401580	552.3
"Total"	"Utah"	"49"	"2004"	"2004"			15329	2401580	638.3
	"Utah"	"49"	"2005"	"2005"	"Drug-induced causes"	"D"	1938	2457719	78.9
	"Utah"	"49"	"2005"	"2005"	"Alcohol-induced causes"	"A"	247	2457719	10.0
	"Utah"	"49"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	13359	2457719	543.6
"Total"	"Utah"	"49"	"2005"	"2005"			15544	2457719	632.5
	"Utah"	"49"	"2006"	"2006"	"Drug-induced causes"	"D"	1977	2525507	78.3
	"Utah"	"49"	"2006"	"2006"	"Alcohol-induced causes"	"A"	298	2525507	11.8
	"Utah"	"49"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	13694	2525507	542.2
"Total"	"Utah"	"49"	"2006"	"2006"			15969	2525507	632.3
	"Utah"	"49"	"2007"	"2007"	"Drug-induced causes"	"D"	2101	2597746	80.9
	"Utah"	"49"	"2007"	"2007"	"Alcohol-induced causes"	"A"	302	2597746	11.6
	"Utah"	"49"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	14069	2597746	541.6
"Total"	"Utah"	"49"	"2007"	"2007"			16472	2597746	634.1
	"Utah"	"49"	"2008"	"2008"	"Drug-induced causes"	"D"	2062	2663029	77.4
	"Utah"	"49"	"2008"	"2008"	"Alcohol-induced causes"	"A"	316	2663029	11.9
	"Utah"	"49"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	13986	2663029	525.2
"Total"	"Utah"	"49"	"2008"	"2008"			16364	2663029	614.5
	"Utah"	"49"	"2009"	"2009"	"Drug-induced causes"	"D"	2149	2723421	78.9
	"Utah"	"49"	"2009"	"2009"	"Alcohol-induced causes"	"A"	329	2723421	12.1
	"Utah"	"49"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	14080	2723421	517.0
"Total"	"Utah"	"49"	"2009"	"2009"			16558	2723421	608.0
	"Utah"	"49"	"2010"	"2010"	"Drug-induced causes"	"D"	2051	2763885	74.2
	"Utah"	"49"	"2010"	"2010"	"Alcohol-induced causes"	"A"	352	2763885	12.7
	"Utah"	"49"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	14715	2763885	532.4
"Total"	"Utah"	"49"	"2010"	"2010"			17118	2763885	619.3
	"Utah"	"49"	"2011"	"2011"	"Drug-induced causes"	"D"	2108	2817222	74.8
	"Utah"	"49"	"2011"	"2011"	"Alcohol-induced causes"	"A"	378	2817222	13.4
	"Utah"	"49"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	15212	2817222	540.0
"Total"	"Utah"	"49"	"2011"	"2011"			17698	2817222	628.2
	"Utah"	"49"	"2012"	"2012"	"Drug-induced causes"	"D"	2269	2855287	79.5
	"Utah"	"49"	"2012"	"2012"	"Alcohol-induced causes"	"A"	409	2855287	14.3
	"Utah"	"49"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	15613	2855287	546.8
"Total"	"Utah"	"49"	"2012"	"2012"			18291	2855287	640.6
	"Utah"	"49"	"2013"	"2013"	"Drug-induced causes"	"D"	2279	2900872	78.6
	"Utah"	"49"	"2013"	"2013"	"Alcohol-induced causes"	"A"	403	2900872	13.9
	"Utah"	"49"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	16293	2900872	561.7
"Total"	"Utah"	"49"	"2013"	"2013"			18975	2900872	654.1
	"Utah"	"49"	"2014"	"2014"	"Drug-induced causes"	"D"	2399	2942902	81.5
	"Utah"	"49"	"2014"	"2014"	"Alcohol-induced causes"	"A"	454	2942902	15.4
	"Utah"	"49"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	16660	2942902	566.1
"Total"	"Utah"	"49"	"2014"	"2014"			19513	2942902	663.1
	"Utah"	"49"	"2015"	"2015"	"Drug-induced causes"	"D"	2517	2995919	84.0
	"Utah"	"49"	"2015"	"2015"	"Alcohol-induced causes"	"A"	491	2995919	16.4
	"Utah"	"49"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	17244	2995919	575.6
"Total"	"Utah"	"49"	"2015"	"2015"			20252	2995919	676.0
	"Utah"	"49"	"2016"	"2016"	"Drug-induced causes"	"D"	2600	3051217	85.2
	"Utah"	"49"	"2016"	"2016"	"Alcohol-induced causes"	"A"	544	3051217	17.8
	"Utah"	"49"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	17819	3051217	584.0
"Total"	"Utah"	"49"	"2016"	"2016"			20963	3051217	687.0
	"Utah"	"49"	"2017"	"2017"	"Drug-induced causes"	"D"	2638	3101833	85.0
	"Utah"	"49"	"2017"	"2017"	"Alcohol-induced causes"	"A"	538	3101833	17.3
	"Utah"	"49"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	17951	3101833	578.7
"Total"	"Utah"	"49"	"2017"	"2017"			21127	3101833	681.1
	"Utah"	"49"	"2018"	"2018"	"Drug-induced causes"	"D"	2681	3161105	84.8
	"Utah"	"49"	"2018"	"2018"	"Alcohol-induced causes"	"A"	579	3161105	18.3
	"Utah"	"49"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	18242	3161105	577.1
"Total"	"Utah"	"49"	"2018"	"2018"			21502	3161105	680.2
"Total"	"Utah"	"49"					338158	53364562	633.7
	"Vermont"	"50"	"1999"	"1999"	"Drug-induced causes"	"D"	102	604683	16.9
	"Vermont"	"50"	"1999"	"1999"	"Alcohol-induced causes"	"A"	75	604683	12.4
	"Vermont"	"50"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	4983	604683	824.1
"Total"	"Vermont"	"50"	"1999"	"1999"			5160	604683	853.3
	"Vermont"	"50"	"2000"	"2000"	"Drug-induced causes"	"D"	156	608827	25.6
	"Vermont"	"50"	"2000"	"2000"	"Alcohol-induced causes"	"A"	77	608827	12.6
	"Vermont"	"50"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	5125	608827	841.8
"Total"	"Vermont"	"50"	"2000"	"2000"			5358	608827	880.1
	"Vermont"	"50"	"2001"	"2001"	"Drug-induced causes"	"D"	194	612223	31.7
	"Vermont"	"50"	"2001"	"2001"	"Alcohol-induced causes"	"A"	99	612223	16.2
	"Vermont"	"50"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	5200	612223	849.4
"Total"	"Vermont"	"50"	"2001"	"2001"			5493	612223	897.2
	"Vermont"	"50"	"2002"	"2002"	"Drug-induced causes"	"D"	184	615442	29.9
	"Vermont"	"50"	"2002"	"2002"	"Alcohol-induced causes"	"A"	128	615442	20.8
	"Vermont"	"50"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	5062	615442	822.5
"Total"	"Vermont"	"50"	"2002"	"2002"			5374	615442	873.2
	"Vermont"	"50"	"2003"	"2003"	"Drug-induced causes"	"D"	1001	617858	162.0
	"Vermont"	"50"	"2003"	"2003"	"Alcohol-induced causes"	"A"	133	617858	21.5
	"Vermont"	"50"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	5107	617858	826.6
"Total"	"Vermont"	"50"	"2003"	"2003"			6241	617858	1010.1
	"Vermont"	"50"	"2004"	"2004"	"Drug-induced causes"	"D"	1078	619920	173.9
	"Vermont"	"50"	"2004"	"2004"	"Alcohol-induced causes"	"A"	128	619920	20.6
	"Vermont"	"50"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	4988	619920	804.6
"Total"	"Vermont"	"50"	"2004"	"2004"			6194	619920	999.2
	"Vermont"	"50"	"2005"	"2005"	"Drug-induced causes"	"D"	1159	621215	186.6
	"Vermont"	"50"	"2005"	"2005"	"Alcohol-induced causes"	"A"	121	621215	19.5
	"Vermont"	"50"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	5058	621215	814.2
"Total"	"Vermont"	"50"	"2005"	"2005"			6338	621215	1020.3
	"Vermont"	"50"	"2006"	"2006"	"Drug-induced causes"	"D"	1136	622892	182.4
	"Vermont"	"50"	"2006"	"2006"	"Alcohol-induced causes"	"A"	129	622892	20.7
	"Vermont"	"50"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	5041	622892	809.3
"Total"	"Vermont"	"50"	"2006"	"2006"			6306	622892	1012.4
	"Vermont"	"50"	"2007"	"2007"	"Drug-induced causes"	"D"	1174	623481	188.3
	"Vermont"	"50"	"2007"	"2007"	"Alcohol-induced causes"	"A"	131	623481	21.0
	"Vermont"	"50"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	5162	623481	827.9
"Total"	"Vermont"	"50"	"2007"	"2007"			6467	623481	1037.2
	"Vermont"	"50"	"2008"	"2008"	"Drug-induced causes"	"D"	1183	624151	189.5
	"Vermont"	"50"	"2008"	"2008"	"Alcohol-induced causes"	"A"	150	624151	24.0
	"Vermont"	"50"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	5199	624151	833.0
"Total"	"Vermont"	"50"	"2008"	"2008"			6532	624151	1046.5
	"Vermont"	"50"	"2009"	"2009"	"Drug-induced causes"	"D"	1137	624817	182.0
	"Vermont"	"50"	"2009"	"2009"	"Alcohol-induced causes"	"A"	143	624817	22.9
	"Vermont"	"50"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	5025	624817	804.2
"Total"	"Vermont"	"50"	"2009"	"2009"			6305	624817	1009.1
	"Vermont"	"50"	"2010"	"2010"	"Drug-induced causes"	"D"	1237	625741	197.7
	"Vermont"	"50"	"2010"	"2010"	"Alcohol-induced causes"	"A"	133	625741	21.3
	"Vermont"	"50"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	5366	625741	857.5
"Total"	"Vermont"	"50"	"2010"	"2010"			6736	625741	1076.5
	"Vermont"	"50"	"2011"	"2011"	"Drug-induced causes"	"D"	1303	626431	208.0
	"Vermont"	"50"	"2011"	"2011"	"Alcohol-induced causes"	"A"	178	626431	28.4
	"Vermont"	"50"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	5420	626431	865.2
"Total"	"Vermont"	"50"	"2011"	"2011"			6901	626431	1101.6
	"Vermont"	"50"	"2012"	"2012"	"Drug-induced causes"	"D"	1309	626011	209.1
	"Vermont"	"50"	"2012"	"2012"	"Alcohol-induced causes"	"A"	169	626011	27.0
	"Vermont"	"50"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	5468	626011	873.5
"Total"	"Vermont"	"50"	"2012"	"2012"			6946	626011	1109.6
	"Vermont"	"50"	"2013"	"2013"	"Drug-induced causes"	"D"	1270	626630	202.7
	"Vermont"	"50"	"2013"	"2013"	"Alcohol-induced causes"	"A"	211	626630	33.7
	"Vermont"	"50"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	5614	626630	895.9
"Total"	"Vermont"	"50"	"2013"	"2013"			7095	626630	1132.2
	"Vermont"	"50"	"2014"	"2014"	"Drug-induced causes"	"D"	1340	626562	213.9
	"Vermont"	"50"	"2014"	"2014"	"Alcohol-induced causes"	"A"	181	626562	28.9
	"Vermont"	"50"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	5605	626562	894.6
"Total"	"Vermont"	"50"	"2014"	"2014"			7126	626562	1137.3
	"Vermont"	"50"	"2015"	"2015"	"Drug-induced causes"	"D"	1419	626042	226.7
	"Vermont"	"50"	"2015"	"2015"	"Alcohol-induced causes"	"A"	217	626042	34.7
	"Vermont"	"50"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	5893	626042	941.3
"Total"	"Vermont"	"50"	"2015"	"2015"			7529	626042	1202.6
	"Vermont"	"50"	"2016"	"2016"	"Drug-induced causes"	"D"	1369	624594	219.2
	"Vermont"	"50"	"2016"	"2016"	"Alcohol-induced causes"	"A"	235	624594	37.6
	"Vermont"	"50"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	5885	624594	942.2
"Total"	"Vermont"	"50"	"2016"	"2016"			7489	624594	1199.0
	"Vermont"	"50"	"2017"	"2017"	"Drug-induced causes"	"D"	1453	623657	233.0
	"Vermont"	"50"	"2017"	"2017"	"Alcohol-induced causes"	"A"	203	623657	32.5
	"Vermont"	"50"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	5991	623657	960.6
"Total"	"Vermont"	"50"	"2017"	"2017"			7647	623657	1226.2
	"Vermont"	"50"	"2018"	"2018"	"Drug-induced causes"	"D"	1379	626299	220.2
	"Vermont"	"50"	"2018"	"2018"	"Alcohol-induced causes"	"A"	266	626299	42.5
	"Vermont"	"50"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	6008	626299	959.3
"Total"	"Vermont"	"50"	"2018"	"2018"			7653	626299	1221.9
"Total"	"Vermont"	"50"					130890	12427476	1053.2
	"Virginia"	"51"	"1999"	"1999"	"Drug-induced causes"	"D"	708	7000174	10.1
	"Virginia"	"51"	"1999"	"1999"	"Alcohol-induced causes"	"A"	703	7000174	10.0
	"Virginia"	"51"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	55259	7000174	789.4
"Total"	"Virginia"	"51"	"1999"	"1999"			56670	7000174	809.6
	"Virginia"	"51"	"2000"	"2000"	"Drug-induced causes"	"D"	820	7078515	11.6
	"Virginia"	"51"	"2000"	"2000"	"Alcohol-induced causes"	"A"	707	7078515	10.0
	"Virginia"	"51"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	56237	7078515	794.5
"Total"	"Virginia"	"51"	"2000"	"2000"			57764	7078515	816.0
	"Virginia"	"51"	"2001"	"2001"	"Drug-induced causes"	"D"	938	7198362	13.0
	"Virginia"	"51"	"2001"	"2001"	"Alcohol-induced causes"	"A"	697	7198362	9.7
	"Virginia"	"51"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	56234	7198362	781.2
"Total"	"Virginia"	"51"	"2001"	"2001"			57869	7198362	803.9
	"Virginia"	"51"	"2002"	"2002"	"Drug-induced causes"	"D"	973	7286873	13.4
	"Virginia"	"51"	"2002"	"2002"	"Alcohol-induced causes"	"A"	736	7286873	10.1
	"Virginia"	"51"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	57131	7286873	784.0
"Total"	"Virginia"	"51"	"2002"	"2002"			58840	7286873	807.5
	"Virginia"	"51"	"2003"	"2003"	"Drug-induced causes"	"D"	1076	7366977	14.6
	"Virginia"	"51"	"2003"	"2003"	"Alcohol-induced causes"	"A"	790	7366977	10.7
	"Virginia"	"51"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	58210	7366977	790.1
"Total"	"Virginia"	"51"	"2003"	"2003"			60076	7366977	815.5
	"Virginia"	"51"	"2004"	"2004"	"Drug-induced causes"	"D"	1072	7475575	14.3
	"Virginia"	"51"	"2004"	"2004"	"Alcohol-induced causes"	"A"	666	7475575	8.9
	"Virginia"	"51"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	56475	7475575	755.5
"Total"	"Virginia"	"51"	"2004"	"2004"			58213	7475575	778.7
	"Virginia"	"51"	"2005"	"2005"	"Drug-induced causes"	"D"	1116	7577105	14.7
	"Virginia"	"51"	"2005"	"2005"	"Alcohol-induced causes"	"A"	681	7577105	9.0
	"Virginia"	"51"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	57774	7577105	762.5
"Total"	"Virginia"	"51"	"2005"	"2005"			59571	7577105	786.2
	"Virginia"	"51"	"2006"	"2006"	"Drug-induced causes"	"D"	1249	7673725	16.3
	"Virginia"	"51"	"2006"	"2006"	"Alcohol-induced causes"	"A"	739	7673725	9.6
	"Virginia"	"51"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	57609	7673725	750.7
"Total"	"Virginia"	"51"	"2006"	"2006"			59597	7673725	776.6
	"Virginia"	"51"	"2007"	"2007"	"Drug-induced causes"	"D"	1237	7751000	16.0
	"Virginia"	"51"	"2007"	"2007"	"Alcohol-induced causes"	"A"	872	7751000	11.3
	"Virginia"	"51"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	58100	7751000	749.6
"Total"	"Virginia"	"51"	"2007"	"2007"			60209	7751000	776.8
	"Virginia"	"51"	"2008"	"2008"	"Drug-induced causes"	"D"	1254	7833496	16.0
	"Virginia"	"51"	"2008"	"2008"	"Alcohol-induced causes"	"A"	853	7833496	10.9
	"Virginia"	"51"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	58957	7833496	752.6
"Total"	"Virginia"	"51"	"2008"	"2008"			61064	7833496	779.5
	"Virginia"	"51"	"2009"	"2009"	"Drug-induced causes"	"D"	1257	7925937	15.9
	"Virginia"	"51"	"2009"	"2009"	"Alcohol-induced causes"	"A"	808	7925937	10.2
	"Virginia"	"51"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	58532	7925937	738.5
"Total"	"Virginia"	"51"	"2009"	"2009"			60597	7925937	764.5
	"Virginia"	"51"	"2010"	"2010"	"Drug-induced causes"	"D"	1056	8001024	13.2
	"Virginia"	"51"	"2010"	"2010"	"Alcohol-induced causes"	"A"	770	8001024	9.6
	"Virginia"	"51"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	58913	8001024	736.3
"Total"	"Virginia"	"51"	"2010"	"2010"			60739	8001024	759.1
	"Virginia"	"51"	"2011"	"2011"	"Drug-induced causes"	"D"	1359	8096604	16.8
	"Virginia"	"51"	"2011"	"2011"	"Alcohol-induced causes"	"A"	934	8096604	11.5
	"Virginia"	"51"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	60647	8096604	749.0
"Total"	"Virginia"	"51"	"2011"	"2011"			62940	8096604	777.4
	"Virginia"	"51"	"2012"	"2012"	"Drug-induced causes"	"D"	1341	8185867	16.4
	"Virginia"	"51"	"2012"	"2012"	"Alcohol-induced causes"	"A"	939	8185867	11.5
	"Virginia"	"51"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	61401	8185867	750.1
"Total"	"Virginia"	"51"	"2012"	"2012"			63681	8185867	777.9
	"Virginia"	"51"	"2013"	"2013"	"Drug-induced causes"	"D"	1516	8260405	18.4
	"Virginia"	"51"	"2013"	"2013"	"Alcohol-induced causes"	"A"	944	8260405	11.4
	"Virginia"	"51"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	62549	8260405	757.2
"Total"	"Virginia"	"51"	"2013"	"2013"			65009	8260405	787.0
	"Virginia"	"51"	"2014"	"2014"	"Drug-induced causes"	"D"	2605	8326289	31.3
	"Virginia"	"51"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1057	8326289	12.7
	"Virginia"	"51"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	63413	8326289	761.6
"Total"	"Virginia"	"51"	"2014"	"2014"			67075	8326289	805.6
	"Virginia"	"51"	"2015"	"2015"	"Drug-induced causes"	"D"	7310	8382993	87.2
	"Virginia"	"51"	"2015"	"2015"	"Alcohol-induced causes"	"A"	1202	8382993	14.3
	"Virginia"	"51"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	65370	8382993	779.8
"Total"	"Virginia"	"51"	"2015"	"2015"			73882	8382993	881.3
	"Virginia"	"51"	"2016"	"2016"	"Drug-induced causes"	"D"	7569	8411808	90.0
	"Virginia"	"51"	"2016"	"2016"	"Alcohol-induced causes"	"A"	1259	8411808	15.0
	"Virginia"	"51"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	66251	8411808	787.6
"Total"	"Virginia"	"51"	"2016"	"2016"			75079	8411808	892.5
	"Virginia"	"51"	"2017"	"2017"	"Drug-induced causes"	"D"	7998	8470020	94.4
	"Virginia"	"51"	"2017"	"2017"	"Alcohol-induced causes"	"A"	1294	8470020	15.3
	"Virginia"	"51"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	68359	8470020	807.1
"Total"	"Virginia"	"51"	"2017"	"2017"			77651	8470020	916.8
	"Virginia"	"51"	"2018"	"2018"	"Drug-induced causes"	"D"	8349	8517685	98.0
	"Virginia"	"51"	"2018"	"2018"	"Alcohol-induced causes"	"A"	1300	8517685	15.3
	"Virginia"	"51"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	69126	8517685	811.6
"Total"	"Virginia"	"51"	"2018"	"2018"			78775	8517685	924.8
"Total"	"Virginia"	"51"					1275301	156820434	813.2
	"Washington"	"53"	"1999"	"1999"	"Drug-induced causes"	"D"	955	5842564	16.3
	"Washington"	"53"	"1999"	"1999"	"Alcohol-induced causes"	"A"	1077	5842564	18.4
	"Washington"	"53"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	43771	5842564	749.2
"Total"	"Washington"	"53"	"1999"	"1999"			45803	5842564	784.0
	"Washington"	"53"	"2000"	"2000"	"Drug-induced causes"	"D"	1457	5894121	24.7
	"Washington"	"53"	"2000"	"2000"	"Alcohol-induced causes"	"A"	1023	5894121	17.4
	"Washington"	"53"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	43888	5894121	744.6
"Total"	"Washington"	"53"	"2000"	"2000"			46368	5894121	786.7
	"Washington"	"53"	"2001"	"2001"	"Drug-induced causes"	"D"	1405	5985722	23.5
	"Washington"	"53"	"2001"	"2001"	"Alcohol-induced causes"	"A"	1071	5985722	17.9
	"Washington"	"53"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	44571	5985722	744.6
"Total"	"Washington"	"53"	"2001"	"2001"			47047	5985722	786.0
	"Washington"	"53"	"2002"	"2002"	"Drug-induced causes"	"D"	1579	6052349	26.1
	"Washington"	"53"	"2002"	"2002"	"Alcohol-induced causes"	"A"	1122	6052349	18.5
	"Washington"	"53"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	45264	6052349	747.9
"Total"	"Washington"	"53"	"2002"	"2002"			47965	6052349	792.5
	"Washington"	"53"	"2003"	"2003"	"Drug-induced causes"	"D"	1733	6104115	28.4
	"Washington"	"53"	"2003"	"2003"	"Alcohol-induced causes"	"A"	1197	6104115	19.6
	"Washington"	"53"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	45834	6104115	750.9
"Total"	"Washington"	"53"	"2003"	"2003"			48764	6104115	798.9
	"Washington"	"53"	"2004"	"2004"	"Drug-induced causes"	"D"	8281	6178645	134.0
	"Washington"	"53"	"2004"	"2004"	"Alcohol-induced causes"	"A"	1250	6178645	20.2
	"Washington"	"53"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	44688	6178645	723.3
"Total"	"Washington"	"53"	"2004"	"2004"			54219	6178645	877.5
	"Washington"	"53"	"2005"	"2005"	"Drug-induced causes"	"D"	9064	6257305	144.9
	"Washington"	"53"	"2005"	"2005"	"Alcohol-induced causes"	"A"	1291	6257305	20.6
	"Washington"	"53"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	46096	6257305	736.7
"Total"	"Washington"	"53"	"2005"	"2005"			56451	6257305	902.2
	"Washington"	"53"	"2006"	"2006"	"Drug-induced causes"	"D"	8952	6370753	140.5
	"Washington"	"53"	"2006"	"2006"	"Alcohol-induced causes"	"A"	1406	6370753	22.1
	"Washington"	"53"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	46020	6370753	722.4
"Total"	"Washington"	"53"	"2006"	"2006"			56378	6370753	885.0
	"Washington"	"53"	"2007"	"2007"	"Drug-induced causes"	"D"	9344	6461587	144.6
	"Washington"	"53"	"2007"	"2007"	"Alcohol-induced causes"	"A"	1481	6461587	22.9
	"Washington"	"53"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	47147	6461587	729.7
"Total"	"Washington"	"53"	"2007"	"2007"			57972	6461587	897.2
	"Washington"	"53"	"2008"	"2008"	"Drug-induced causes"	"D"	9673	6562231	147.4
	"Washington"	"53"	"2008"	"2008"	"Alcohol-induced causes"	"A"	1619	6562231	24.7
	"Washington"	"53"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	48447	6562231	738.3
"Total"	"Washington"	"53"	"2008"	"2008"			59739	6562231	910.3
	"Washington"	"53"	"2009"	"2009"	"Drug-induced causes"	"D"	9476	6667426	142.1
	"Washington"	"53"	"2009"	"2009"	"Alcohol-induced causes"	"A"	1715	6667426	25.7
	"Washington"	"53"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	48092	6667426	721.3
"Total"	"Washington"	"53"	"2009"	"2009"			59283	6667426	889.1
	"Washington"	"53"	"2010"	"2010"	"Drug-induced causes"	"D"	9591	6724540	142.6
	"Washington"	"53"	"2010"	"2010"	"Alcohol-induced causes"	"A"	1631	6724540	24.3
	"Washington"	"53"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	47992	6724540	713.7
"Total"	"Washington"	"53"	"2010"	"2010"			59214	6724540	880.6
	"Washington"	"53"	"2011"	"2011"	"Drug-induced causes"	"D"	9964	6830038	145.9
	"Washington"	"53"	"2011"	"2011"	"Alcohol-induced causes"	"A"	1742	6830038	25.5
	"Washington"	"53"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	49526	6830038	725.1
"Total"	"Washington"	"53"	"2011"	"2011"			61232	6830038	896.5
	"Washington"	"53"	"2012"	"2012"	"Drug-induced causes"	"D"	10071	6897012	146.0
	"Washington"	"53"	"2012"	"2012"	"Alcohol-induced causes"	"A"	1834	6897012	26.6
	"Washington"	"53"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	49904	6897012	723.6
"Total"	"Washington"	"53"	"2012"	"2012"			61809	6897012	896.2
	"Washington"	"53"	"2013"	"2013"	"Drug-induced causes"	"D"	10470	6971406	150.2
	"Washington"	"53"	"2013"	"2013"	"Alcohol-induced causes"	"A"	1914	6971406	27.5
	"Washington"	"53"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	51050	6971406	732.3
"Total"	"Washington"	"53"	"2013"	"2013"			63434	6971406	909.9
	"Washington"	"53"	"2014"	"2014"	"Drug-induced causes"	"D"	10656	7061530	150.9
	"Washington"	"53"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1974	7061530	28.0
	"Washington"	"53"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	51873	7061530	734.6
"Total"	"Washington"	"53"	"2014"	"2014"			64503	7061530	913.4
	"Washington"	"53"	"2015"	"2015"	"Drug-induced causes"	"D"	11566	7170351	161.3
	"Washington"	"53"	"2015"	"2015"	"Alcohol-induced causes"	"A"	2094	7170351	29.2
	"Washington"	"53"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	54367	7170351	758.2
"Total"	"Washington"	"53"	"2015"	"2015"			68027	7170351	948.7
