"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced Cause"	"MCD - Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	789	12263805	6.4
	"Pennsylvania"	"42"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	141	12263805	1.1
	"Pennsylvania"	"42"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	133	12263805	1.1
	"Pennsylvania"	"42"	"1999"	"1999"	"All other drug-induced causes"	"D9"	814	12263805	6.6
	"Pennsylvania"	"42"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	63	12263805	0.5
	"Pennsylvania"	"42"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	834	12263805	6.8
	"Pennsylvania"	"42"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	130212	12263805	1061.8
	"Pennsylvania"	"42"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	978	12281054	8.0
	"Pennsylvania"	"42"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	170	12281054	1.4
	"Pennsylvania"	"42"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	77	12281054	0.6
	"Pennsylvania"	"42"	"2000"	"2000"	"All other drug-induced causes"	"D9"	970	12281054	7.9
	"Pennsylvania"	"42"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	93	12281054	0.8
	"Pennsylvania"	"42"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	890	12281054	7.2
	"Pennsylvania"	"42"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	130732	12281054	1064.5
	"Pennsylvania"	"42"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	843	12298970	6.9
	"Pennsylvania"	"42"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	125	12298970	1.0
	"Pennsylvania"	"42"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	60	12298970	0.5
	"Pennsylvania"	"42"	"2001"	"2001"	"All other drug-induced causes"	"D9"	855	12298970	7.0
	"Pennsylvania"	"42"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	80	12298970	0.7
	"Pennsylvania"	"42"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	862	12298970	7.0
	"Pennsylvania"	"42"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	129635	12298970	1054.0
	"Pennsylvania"	"42"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	991	12331031	8.0
	"Pennsylvania"	"42"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	132	12331031	1.1
	"Pennsylvania"	"42"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	56	12331031	0.5
	"Pennsylvania"	"42"	"2002"	"2002"	"All other drug-induced causes"	"D9"	891	12331031	7.2
	"Pennsylvania"	"42"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	131	12331031	1.1
	"Pennsylvania"	"42"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	949	12331031	7.7
	"Pennsylvania"	"42"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	130143	12331031	1055.4
	"Pennsylvania"	"42"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1218	12374658	9.8
	"Pennsylvania"	"42"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	153	12374658	1.2
	"Pennsylvania"	"42"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	94	12374658	0.8
	"Pennsylvania"	"42"	"2003"	"2003"	"All other drug-induced causes"	"D9"	992	12374658	8.0
	"Pennsylvania"	"42"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	136	12374658	1.1
	"Pennsylvania"	"42"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	975	12374658	7.9
	"Pennsylvania"	"42"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	129677	12374658	1047.9
	"Pennsylvania"	"42"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1364	12410722	11.0
	"Pennsylvania"	"42"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	182	12410722	1.5
	"Pennsylvania"	"42"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	71	12410722	0.6
	"Pennsylvania"	"42"	"2004"	"2004"	"All other drug-induced causes"	"D9"	1089	12410722	8.8
	"Pennsylvania"	"42"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	116	12410722	0.9
	"Pennsylvania"	"42"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	969	12410722	7.8
	"Pennsylvania"	"42"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	127550	12410722	1027.7
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1465	12449990	11.8
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	168	12449990	1.3
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	71	12449990	0.6
	"Pennsylvania"	"42"	"2005"	"2005"	"All other drug-induced causes"	"D9"	1189	12449990	9.6
	"Pennsylvania"	"42"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	147	12449990	1.2
	"Pennsylvania"	"42"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	999	12449990	8.0
	"Pennsylvania"	"42"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	129424	12449990	1039.6
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1446	12510809	11.6
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	158	12510809	1.3
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	97	12510809	0.8
	"Pennsylvania"	"42"	"2006"	"2006"	"All other drug-induced causes"	"D9"	12186	12510809	97.4
	"Pennsylvania"	"42"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	98	12510809	0.8
	"Pennsylvania"	"42"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	1032	12510809	8.2
	"Pennsylvania"	"42"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	125383	12510809	1002.2
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1538	12563937	12.2
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	172	12563937	1.4
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	97	12563937	0.8
	"Pennsylvania"	"42"	"2007"	"2007"	"All other drug-induced causes"	"D9"	13007	12563937	103.5
	"Pennsylvania"	"42"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	245	12563937	2.0
	"Pennsylvania"	"42"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	955	12563937	7.6
	"Pennsylvania"	"42"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	124933	12563937	994.4
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1627	12612285	12.9
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	206	12612285	1.6
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	95	12612285	0.8
	"Pennsylvania"	"42"	"2008"	"2008"	"All other drug-induced causes"	"D9"	13364	12612285	106.0
	"Pennsylvania"	"42"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	319	12612285	2.5
	"Pennsylvania"	"42"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	1075	12612285	8.5
	"Pennsylvania"	"42"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	127289	12612285	1009.2
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1647	12666858	13.0
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	236	12666858	1.9
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	102	12666858	0.8
	"Pennsylvania"	"42"	"2009"	"2009"	"All other drug-induced causes"	"D9"	12916	12666858	102.0
	"Pennsylvania"	"42"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	295	12666858	2.3
	"Pennsylvania"	"42"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	1212	12666858	9.6
	"Pennsylvania"	"42"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	124573	12666858	983.5
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1655	12702379	13.0
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	224	12702379	1.8
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	102	12702379	0.8
	"Pennsylvania"	"42"	"2010"	"2010"	"All other drug-induced causes"	"D9"	12501	12702379	98.4
	"Pennsylvania"	"42"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	307	12702379	2.4
	"Pennsylvania"	"42"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	1233	12702379	9.7
	"Pennsylvania"	"42"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	124376	12702379	979.2
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2034	12742886	16.0
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	12742886	1.8
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	113	12742886	0.9
	"Pennsylvania"	"42"	"2011"	"2011"	"All other drug-induced causes"	"D9"	12602	12742886	98.9
	"Pennsylvania"	"42"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	360	12742886	2.8
	"Pennsylvania"	"42"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	1346	12742886	10.6
	"Pennsylvania"	"42"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	128003	12742886	1004.5
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2126	12763536	16.7
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	223	12763536	1.7
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	81	12763536	0.6
	"Pennsylvania"	"42"	"2012"	"2012"	"All other drug-induced causes"	"D9"	14050	12763536	110.1
	"Pennsylvania"	"42"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	339	12763536	2.7
	"Pennsylvania"	"42"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	1391	12763536	10.9
	"Pennsylvania"	"42"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	126751	12763536	993.1
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2173	12773801	17.0
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	228	12773801	1.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	91	12773801	0.7
	"Pennsylvania"	"42"	"2013"	"2013"	"All other drug-induced causes"	"D9"	14571	12773801	114.1
	"Pennsylvania"	"42"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	319	12773801	2.5
	"Pennsylvania"	"42"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	1420	12773801	11.1
	"Pennsylvania"	"42"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	128869	12773801	1008.9
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2499	12787209	19.5
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	235	12787209	1.8
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	84	12787209	0.7
	"Pennsylvania"	"42"	"2014"	"2014"	"All other drug-induced causes"	"D9"	14436	12787209	112.9
	"Pennsylvania"	"42"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	368	12787209	2.9
	"Pennsylvania"	"42"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	1498	12787209	11.7
	"Pennsylvania"	"42"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	128178	12787209	1002.4
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	3035	12802503	23.7
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	235	12802503	1.8
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	87	12802503	0.7
	"Pennsylvania"	"42"	"2015"	"2015"	"All other drug-induced causes"	"D9"	14917	12802503	116.5
	"Pennsylvania"	"42"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	361	12802503	2.8
	"Pennsylvania"	"42"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	1594	12802503	12.5
	"Pennsylvania"	"42"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	132340	12802503	1033.7
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4337	12784227	33.9
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	272	12784227	2.1
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	19	12784227	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	118	12784227	0.9
	"Pennsylvania"	"42"	"2016"	"2016"	"All other drug-induced causes"	"D9"	15073	12784227	117.9
	"Pennsylvania"	"42"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	450	12784227	3.5
	"Pennsylvania"	"42"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	1721	12784227	13.5
	"Pennsylvania"	"42"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	132757	12784227	1038.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	5122	12805537	40.0
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	252	12805537	2.0
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	29	12805537	0.2
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	118	12805537	0.9
	"Pennsylvania"	"42"	"2017"	"2017"	"All other drug-induced causes"	"D9"	15485	12805537	120.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	462	12805537	3.6
	"Pennsylvania"	"42"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	1698	12805537	13.3
	"Pennsylvania"	"42"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	135366	12805537	1057.1
	"Pennsylvania"	"42"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4137	12807060	32.3
	"Pennsylvania"	"42"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	12807060	1.8
	"Pennsylvania"	"42"	"2018"	"2018"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	28	12807060	0.2
	"Pennsylvania"	"42"	"2018"	"2018"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	127	12807060	1.0
	"Pennsylvania"	"42"	"2018"	"2018"	"All other drug-induced causes"	"D9"	15291	12807060	119.4
	"Pennsylvania"	"42"	"2018"	"2018"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	565	12807060	4.4
	"Pennsylvania"	"42"	"2018"	"2018"	"All other alcohol-induced causes"	"A9"	1763	12807060	13.8
	"Pennsylvania"	"42"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O9"	134419	12807060	1049.6
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1040402	Unreliable
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	44	1040402	4.2
	"Rhode Island"	"44"	"1999"	"1999"	"All other drug-induced causes"	"D9"	93	1040402	8.9
	"Rhode Island"	"44"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	1040402	Unreliable
	"Rhode Island"	"44"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	152	1040402	14.6
	"Rhode Island"	"44"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	9702	1040402	932.5
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	1048319	Unreliable
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	66	1048319	6.3
	"Rhode Island"	"44"	"2000"	"2000"	"All other drug-induced causes"	"D9"	150	1048319	14.3
	"Rhode Island"	"44"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	17	1048319	Unreliable
	"Rhode Island"	"44"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	164	1048319	15.6
	"Rhode Island"	"44"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	10018	1048319	955.6
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	96	1057142	9.1
	"Rhode Island"	"44"	"2001"	"2001"	"All other drug-induced causes"	"D9"	134	1057142	12.7
	"Rhode Island"	"44"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	150	1057142	14.2
	"Rhode Island"	"44"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	10017	1057142	947.6
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	93	1065995	8.7
	"Rhode Island"	"44"	"2002"	"2002"	"All other drug-induced causes"	"D9"	127	1065995	11.9
	"Rhode Island"	"44"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	157	1065995	14.7
	"Rhode Island"	"44"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	10235	1065995	960.1
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	129	1071342	12.0
	"Rhode Island"	"44"	"2003"	"2003"	"All other drug-induced causes"	"D9"	130	1071342	12.1
	"Rhode Island"	"44"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	26	1071342	2.4
	"Rhode Island"	"44"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	169	1071342	15.8
	"Rhode Island"	"44"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	10035	1071342	936.7
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	15	1074579	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	99	1074579	9.2
	"Rhode Island"	"44"	"2004"	"2004"	"All other drug-induced causes"	"D9"	122	1074579	11.4
	"Rhode Island"	"44"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	1074579	2.2
	"Rhode Island"	"44"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	181	1074579	16.8
	"Rhode Island"	"44"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	9758	1074579	908.1
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	1067916	3.7
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	18	1067916	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	129	1067916	12.1
	"Rhode Island"	"44"	"2005"	"2005"	"All other drug-induced causes"	"D9"	138	1067916	12.9
	"Rhode Island"	"44"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	1067916	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	153	1067916	14.3
	"Rhode Island"	"44"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	10004	1067916	936.8
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	141	1063096	13.3
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	1063096	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	1063096	3.0
	"Rhode Island"	"44"	"2006"	"2006"	"All other drug-induced causes"	"D9"	1483	1063096	139.5
	"Rhode Island"	"44"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	35	1063096	3.3
	"Rhode Island"	"44"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	182	1063096	17.1
	"Rhode Island"	"44"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	9672	1063096	909.8
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	118	1057315	11.2
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	1057315	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"All other drug-induced causes"	"D9"	1449	1057315	137.0
	"Rhode Island"	"44"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	49	1057315	4.6
	"Rhode Island"	"44"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	160	1057315	15.1
	"Rhode Island"	"44"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	9703	1057315	917.7
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	152	1055003	14.4
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	1055003	2.8
	"Rhode Island"	"44"	"2008"	"2008"	"All other drug-induced causes"	"D9"	1450	1055003	137.4
	"Rhode Island"	"44"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	77	1055003	7.3
	"Rhode Island"	"44"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	166	1055003	15.7
	"Rhode Island"	"44"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	9721	1055003	921.4
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	144	1053646	13.7
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	1053646	2.0
	"Rhode Island"	"44"	"2009"	"2009"	"All other drug-induced causes"	"D9"	1433	1053646	136.0
	"Rhode Island"	"44"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	67	1053646	6.4
	"Rhode Island"	"44"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	155	1053646	14.7
	"Rhode Island"	"44"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	9372	1053646	889.5
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	146	1052567	13.9
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	1052567	1.9
	"Rhode Island"	"44"	"2010"	"2010"	"All other drug-induced causes"	"D9"	1510	1052567	143.5
	"Rhode Island"	"44"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	63	1052567	6.0
	"Rhode Island"	"44"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	188	1052567	17.9
	"Rhode Island"	"44"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	9549	1052567	907.2
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	170	1051302	16.2
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	19	1051302	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"All other drug-induced causes"	"D9"	1589	1051302	151.1
	"Rhode Island"	"44"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	79	1051302	7.5
